      "01|ATI1";"X1A"
      "01|ATI2";"X1A"
      "01|ATO";"X2A"
      "01|ST";"XAD"
      "01|PR";"XPE"
      "01|EM";"XEB"
      "03|ATO";"Y2A"
      "03|ST";"YAD"
      "03|PR";"YPE"
      "03|EM";"YEB"
      "10|ATO";"Z2A"
      "10|ST";"ZAD"
      "10|PR";"ZPE"
      "10|EM";"ZEB"
      "12|ATO";"W2A"
      "12|ST";"WAD"
      "12|PR";"WPE"
